"id","device","sum_spent","group","join_dt","country","gender"
"1006487","A","0","B","2023-01-31","DEU","F"
"1006488","A","0","B","2023-01-29","BRA","F"
"1006489","I","0","B","2023-01-30","FRA","M"
"1006490","A","0","A","2023-01-27","USA","M"
"1006491","A","0","A","2023-02-03","USA","F"
"1006492","A","0","B","2023-01-25","TUR","M"
"1006493","A","0","B","2023-01-26","BRA","unknown"
"1006494","A","0","A","2023-02-02","USA","unknown"
"1006495","I","0","B","2023-01-26","USA","unknown"
"1006496","I","0","A","2023-01-31","USA","F"
"1006497","I","0","B","2023-01-28","BRA","F"
"1006498","A","0","B","2023-01-26","MEX","F"
"1006499","I","36.43","B","2023-02-06","USA","F"
"1006500","A","0","A","2023-02-01","USA","unknown"
"1006501","I","0","B","2023-01-28","FRA","F"
"1006502","A","0","B","2023-01-25","TUR","M"
"1006503","I","0","A","2023-01-26","USA","F"
"1006504","A","0","B","2023-01-27","AUS","M"
"1006505","A","0","B","2023-01-25","DEU","M"
"1006506","I","0","B","2023-01-26","MEX","M"
"1006507","A","0","A","2023-01-25","MEX","M"
"1006508","I","0","A","2023-01-25","USA","M"
"1006509","A","0","A","2023-01-29","unknown","M"
"1006510","I","0","A","2023-01-28","BRA","M"
"1006511","A","0","B","2023-01-30","DEU","M"
"1006512","A","0","B","2023-01-28","CAN","F"
"1006513","A","0","B","2023-01-25","BRA","F"
"1006514","A","0","A","2023-01-29","USA","F"
"1006515","A","0","B","2023-01-28","USA","F"
"1006516","A","0","A","2023-02-03","BRA","F"
"1006517","A","0","A","2023-02-04","TUR","M"
"1006518","A","0","A","2023-01-27","BRA","M"
"1006519","I","0","A","2023-01-25","BRA","F"
"1006520","A","0","A","2023-01-26","MEX","M"
"1006521","A","0","A","2023-01-27","BRA","F"
"1006522","A","0","B","2023-02-04","MEX","F"
"1006523","A","0","A","2023-01-25","USA","F"
"1006524","I","0","B","2023-01-27","DEU","F"
"1006525","A","0","A","2023-01-26","USA","M"
"1006526","A","0","B","2023-01-25","DEU","unknown"
"1006527","A","0","A","2023-01-28","MEX","M"
"1006528","A","0","B","2023-02-03","DEU","F"
"1006529","I","0","A","2023-01-29","ESP","F"
"1006530","A","0","B","2023-01-26","GBR","unknown"
"1006531","A","0","A","2023-01-26","ESP","M"
"1006532","I","0","A","2023-02-05","USA","F"
"1006533","A","0","B","2023-01-26","ESP","F"
"1006534","I","0","B","2023-02-06","GBR","M"
"1006535","I","0","A","2023-01-26","BRA","F"
"1006536","A","0","B","2023-01-30","DEU","F"
"1006539","A","0","B","2023-01-26","TUR","F"
"1006540","I","0","A","2023-01-28","USA","F"
"1006541","I","0","A","2023-01-25","BRA","F"
"1006542","A","0","A","2023-02-01","USA","unknown"
"1006543","I","11.39","A","2023-01-28","USA","F"
"1006544","A","0","B","2023-01-26","BRA","F"
"1006545","I","0","A","2023-01-29","USA","F"
"1006546","A","0","B","2023-01-27","USA","M"
"1006547","I","0","A","2023-02-05","USA","F"
"1006548","A","0","A","2023-01-29","BRA","F"
"1006549","I","31.61","B","2023-01-28","CAN","M"
"1006550","A","0","A","2023-01-27","GBR","M"
"1006551","A","0","B","2023-01-25","USA","F"
"1006552","A","0","A","2023-01-28","USA","unknown"
"1006553","A","0","A","2023-01-29","MEX","F"
"1006554","A","0","B","2023-01-25","USA","M"
"1006555","I","0","A","2023-01-31","BRA","unknown"
"1006556","A","0","B","2023-02-05","ESP","F"
"1006557","A","0","A","2023-01-26","USA","M"
"1006559","A","0","B","2023-01-31","USA","M"
"1006560","A","0","B","2023-01-29","GBR","M"
"1006561","A","0","B","2023-01-25","USA","unknown"
"1006562","A","0","A","2023-01-29","BRA","M"
"1006563","I","0","B","2023-01-26","BRA","M"
"1006564","I","95.25","B","2023-02-02","USA","M"
"1006565","I","0","B","2023-01-28","MEX","M"
"1006566","A","0","B","2023-01-25","USA","F"
"1006567","I","0","A","2023-01-28","USA","unknown"
"1006568","I","0","B","2023-02-01","FRA","M"
"1006569","A","0","A","2023-01-29","TUR","F"
"1006570","A","15.12","A","2023-01-28","USA","M"
"1006571","A","0","B","2023-02-05","unknown","M"
"1006572","I","0","B","2023-01-31","BRA","M"
"1006573","A","0","A","2023-01-27","GBR","F"
"1006574","I","0","A","2023-01-26","USA","M"
"1006575","I","0","B","2023-01-25","TUR","M"
"1006576","I","0","A","2023-01-26","MEX","M"
"1006577","I","0","B","2023-01-26","MEX","F"
"1006578","A","0","B","2023-02-02","TUR","M"
"1006579","I","0","B","2023-01-30","BRA","M"
"1006580","A","0","B","2023-02-06","USA","O"
"1006581","A","0","B","2023-01-25","DEU","F"
"1006582","I","0","A","2023-01-30","USA","F"
"1006583","I","0","B","2023-01-29","MEX","unknown"
"1006585","A","0","A","2023-01-26","BRA","F"
"1006586","A","0","A","2023-02-01","USA","M"
"1006587","I","0","B","2023-01-26","USA","F"
"1006588","I","0","B","2023-01-31","BRA","F"
"1006589","A","0","A","2023-01-27","TUR","F"
"1006590","I","0","B","2023-01-28","MEX","M"
"1006591","I","0","B","2023-01-25","TUR","M"
"1006592","A","0","A","2023-01-27","FRA","F"
"1006593","A","0","B","2023-02-01","FRA","unknown"
"1006594","A","0","B","2023-01-29","FRA","F"
"1006595","I","19.10","B","2023-01-26","FRA","F"
"1006596","I","0","A","2023-01-27","AUS","F"
"1006597","unknown","0","B","2023-01-26","DEU","F"
"1006598","A","0","A","2023-01-28","MEX","F"
"1006599","A","0","B","2023-01-30","FRA","F"
"1006600","A","0","A","2023-01-28","TUR","unknown"
"1006601","A","0","A","2023-01-25","USA","M"
"1006602","I","0","A","2023-01-30","TUR","M"
"1006603","I","0","A","2023-01-27","USA","M"
"1006604","A","0","A","2023-02-06","DEU","unknown"
"1006605","A","0","B","2023-01-25","DEU","F"
"1006606","I","0","A","2023-02-02","USA","F"
"1006607","I","0","B","2023-01-25","USA","F"
"1006608","I","0","A","2023-02-01","USA","F"
"1006609","A","0","A","2023-01-26","FRA","O"
"1006610","I","0","B","2023-01-26","USA","M"
"1006611","I","0","B","2023-02-05","GBR","F"
"1006612","A","0","B","2023-01-27","BRA","M"
"1006613","I","0","A","2023-01-26","BRA","O"
"1006614","A","0","A","2023-01-28","USA","M"
"1006615","A","0","B","2023-01-26","USA","M"
"1006616","A","0","A","2023-01-28","MEX","M"
"1006617","A","0","B","2023-01-28","AUS","M"
"1006618","I","0","A","2023-02-03","USA","M"
"1006619","I","0","A","2023-02-01","TUR","F"
"1006620","A","0","B","2023-01-25","USA","M"
"1006621","A","0","A","2023-01-29","MEX","M"
"1006622","A","0","A","2023-01-25","DEU","F"
"1006623","A","0","B","2023-02-03","MEX","F"
"1006624","I","0","A","2023-01-25","MEX","M"
"1006625","I","0","A","2023-02-06","BRA","unknown"
"1006626","A","0","B","2023-01-30","USA","F"
"1006627","A","0","A","2023-01-25","FRA","F"
"1006628","I","24.14","A","2023-01-30","USA","unknown"
"1006629","I","0","A","2023-01-28","GBR","M"
"1006630","I","0","A","2023-01-29","DEU","F"
"1006631","A","0","A","2023-01-25","DEU","M"
"1006632","I","0","A","2023-02-01","MEX","unknown"
"1006633","I","0","B","2023-01-30","BRA","unknown"
"1006634","A","0","B","2023-01-27","FRA","F"
"1006635","A","0","A","2023-01-25","USA","F"
"1006636","I","0","A","2023-01-27","TUR","M"
"1006637","A","0","A","2023-01-27","DEU","F"
"1006638","A","0","B","2023-01-26","CAN","F"
"1006639","I","0","B","2023-01-25","TUR","F"
"1006640","A","0","B","2023-01-25","MEX","M"
"1006641","A","0","B","2023-01-25","BRA","F"
"1006642","A","0","B","2023-01-26","TUR","M"
"1006643","A","0","B","2023-01-26","USA","F"
"1006644","A","0","A","2023-01-26","BRA","M"
"1006645","I","0","B","2023-01-25","FRA","M"
"1006646","A","0","A","2023-01-25","USA","M"
"1006647","A","0","A","2023-01-25","CAN","M"
"1006648","A","0","A","2023-01-27","DEU","F"
"1006649","A","0","A","2023-01-28","USA","F"
"1006650","A","0","B","2023-02-03","USA","M"
"1006651","A","0","B","2023-02-04","GBR","unknown"
"1006652","I","0","B","2023-02-01","MEX","F"
"1006653","A","0","B","2023-01-30","TUR","unknown"
"1006654","A","0","A","2023-01-25","USA","F"
"1006655","I","0","A","2023-01-25","MEX","F"
"1006656","I","0","B","2023-01-25","FRA","F"
"1006657","A","0","B","2023-01-30","USA","M"
"1006658","I","0","A","2023-01-29","BRA","F"
"1006659","A","0","B","2023-01-25","USA","M"
"1006660","I","0","A","2023-01-29","BRA","M"
"1006662","A","0","A","2023-01-25","unknown","F"
"1006663","A","0","A","2023-01-27","CAN","M"
"1006664","A","0","A","2023-01-27","USA","M"
"1006665","A","0","A","2023-01-28","MEX","F"
"1006666","A","0","A","2023-01-26","MEX","M"
"1006667","A","0","B","2023-01-26","USA","unknown"
"1006668","A","0","B","2023-01-25","USA","unknown"
"1006669","I","0","B","2023-01-28","MEX","F"
"1006670","I","0","A","2023-02-06","USA","F"
"1006671","A","45.10","A","2023-01-26","unknown","M"
"1006672","I","0","B","2023-01-28","CAN","M"
"1006673","I","0","B","2023-02-03","MEX","F"
"1006674","A","0","A","2023-01-28","USA","unknown"
"1006675","A","0","B","2023-01-26","DEU","M"
"1006676","A","0","B","2023-01-25","BRA","M"
"1006677","A","0","A","2023-01-27","USA","F"
"1006678","I","0","B","2023-01-27","FRA","F"
"1006679","I","42.57","B","2023-01-25","TUR","unknown"
"1006680","A","0","A","2023-01-25","BRA","M"
"1006681","A","0","B","2023-01-26","USA","F"
"1006682","I","0","B","2023-02-03","USA","M"
"1006683","I","0","B","2023-01-28","USA","F"
"1006684","A","0","A","2023-01-26","AUS","M"
"1006685","I","0","B","2023-02-05","USA","F"
"1006686","A","0","B","2023-01-25","USA","M"
"1006687","A","0","A","2023-01-25","BRA","F"
"1006688","I","0","B","2023-01-29","CAN","F"
"1006689","I","0","B","2023-01-28","BRA","F"
"1006690","I","0","A","2023-02-02","MEX","M"
"1006691","I","0","B","2023-01-30","BRA","F"
"1006692","A","0","B","2023-01-30","MEX","M"
"1006693","I","0","A","2023-02-01","DEU","M"
"1006694","I","0","A","2023-02-05","TUR","M"
"1006695","I","0","A","2023-01-25","CAN","M"
"1006696","A","0","B","2023-01-27","CAN","F"
"1006697","I","0","B","2023-01-28","DEU","M"
"1006698","A","0","A","2023-01-25","GBR","M"
"1006699","A","0","B","2023-02-03","USA","F"
"1006700","A","0","A","2023-01-26","MEX","unknown"
"1006701","A","0","B","2023-01-25","FRA","F"
"1006702","I","0","B","2023-01-31","BRA","F"
"1006703","A","0","A","2023-01-26","USA","F"
"1006704","I","0","B","2023-01-28","MEX","F"
"1006705","I","0","B","2023-01-26","DEU","M"
"1006706","A","0","B","2023-01-27","USA","unknown"
"1006707","I","0","B","2023-01-28","MEX","F"
"1006708","I","0","A","2023-01-25","unknown","M"
"1006709","A","0","A","2023-01-26","FRA","M"
"1006710","A","0","B","2023-01-25","BRA","F"
"1006711","A","0","A","2023-01-30","MEX","O"
"1006712","I","0","A","2023-02-04","DEU","F"
"1006713","A","0","A","2023-01-25","DEU","F"
"1006714","A","0","B","2023-02-06","TUR","F"
"1006715","A","0","B","2023-01-26","USA","M"
"1006716","A","0","B","2023-01-25","USA","unknown"
"1006717","I","0","A","2023-01-26","USA","F"
"1006718","A","0","B","2023-01-29","DEU","M"
"1006719","A","0","B","2023-01-26","MEX","O"
"1006720","A","0","A","2023-02-06","BRA","M"
"1006721","A","0","B","2023-02-02","BRA","M"
"1006722","A","0","A","2023-01-25","GBR","M"
"1006723","A","0","A","2023-01-30","DEU","F"
"1006724","A","0","B","2023-01-29","MEX","M"
"1006725","A","0","B","2023-02-01","ESP","F"
"1006726","A","0","A","2023-02-05","USA","M"
"1006727","I","0","A","2023-01-26","BRA","M"
"1006728","A","0","B","2023-02-06","USA","M"
"1006729","A","0","A","2023-01-25","TUR","F"
"1006730","A","0","B","2023-01-28","BRA","M"
"1006731","I","0","A","2023-01-28","BRA","F"
"1006732","I","0","B","2023-01-27","BRA","unknown"
"1006733","I","0","B","2023-01-28","USA","F"
"1006734","I","0","B","2023-01-26","BRA","M"
"1006735","A","0","B","2023-01-25","USA","M"
"1006736","A","0","B","2023-01-25","unknown","F"
"1006737","A","0","A","2023-01-27","USA","F"
"1006738","I","0","A","2023-01-26","unknown","F"
"1006739","I","0","B","2023-01-30","MEX","M"
"1006740","I","0","B","2023-01-28","USA","M"
"1006741","A","0","A","2023-01-25","TUR","M"
"1006742","I","0","A","2023-01-28","USA","M"
"1006743","I","0","B","2023-01-25","DEU","M"
"1006744","I","0","B","2023-01-28","MEX","F"
"1006745","A","0","B","2023-01-25","GBR","unknown"
"1006746","A","0","B","2023-01-25","DEU","unknown"
"1006747","A","0","B","2023-01-25","TUR","F"
"1006748","A","0","A","2023-02-04","BRA","F"
"1006749","A","0","A","2023-01-27","USA","M"
"1006750","I","0","A","2023-01-26","TUR","O"
"1006751","I","0","B","2023-01-29","USA","unknown"
"1006752","A","0","B","2023-02-04","BRA","unknown"
"1006753","I","0","B","2023-01-25","FRA","M"
"1006754","A","0","A","2023-01-29","BRA","F"
"1006755","A","0","B","2023-02-01","BRA","F"
"1006756","I","0","B","2023-01-31","MEX","M"
"1006757","A","0","A","2023-01-25","USA","M"
"1006758","A","0","A","2023-01-27","USA","M"
"1006759","A","0","A","2023-01-26","USA","M"
"1006760","A","0","B","2023-02-02","MEX","M"
"1006761","A","0","B","2023-01-31","BRA","F"
"1006762","A","0","B","2023-01-29","BRA","F"
"1006763","A","0","B","2023-01-30","DEU","F"
"1006764","A","0","B","2023-01-31","BRA","F"
"1006765","A","0","B","2023-02-05","USA","F"
"1006766","A","0","B","2023-01-29","BRA","unknown"
"1006767","A","0","A","2023-01-25","GBR","M"
"1006768","I","0","A","2023-01-28","MEX","unknown"
"1006769","A","0","B","2023-02-02","BRA","F"
"1006770","A","0","B","2023-01-25","GBR","F"
"1006771","A","0","B","2023-01-25","FRA","M"
"1006773","A","0","A","2023-01-26","MEX","F"
"1006774","A","75.51","B","2023-01-25","USA","F"
"1006775","A","0","B","2023-01-27","DEU","F"
"1006776","A","0","A","2023-01-28","BRA","M"
"1006777","I","0","B","2023-01-25","USA","F"
"1006778","A","0","A","2023-01-30","USA","unknown"
"1006779","A","0","A","2023-01-25","BRA","M"
"1006780","unknown","0","A","2023-01-28","BRA","O"
"1006781","I","0","A","2023-01-25","unknown","M"
"1006783","A","0","B","2023-01-25","BRA","M"
"1006784","A","0","A","2023-01-26","TUR","F"
"1006785","A","0","B","2023-01-25","USA","F"
"1006786","A","0","B","2023-01-25","BRA","M"
"1006787","A","0","B","2023-01-25","BRA","unknown"
"1006788","A","0","B","2023-02-05","MEX","F"
"1006789","A","0","B","2023-02-06","TUR","F"
"1006790","A","0","B","2023-01-27","USA","F"
"1006791","A","0","A","2023-01-25","USA","M"
"1006792","I","0","A","2023-02-05","AUS","M"
"1006793","I","0","B","2023-01-31","BRA","unknown"
"1006794","A","0","A","2023-02-04","BRA","M"
"1006795","I","0","A","2023-01-27","BRA","O"
"1006796","A","0","A","2023-01-25","BRA","M"
"1006797","A","0","B","2023-01-27","TUR","M"
"1006798","A","0","B","2023-01-26","BRA","F"
"1006799","I","149.82","A","2023-01-27","FRA","M"
"1006800","A","0","B","2023-01-25","USA","F"
"1006801","I","0","A","2023-02-02","ESP","M"
"1006802","A","0","A","2023-01-27","USA","M"
"1006803","A","0","B","2023-01-29","BRA","F"
"1006804","A","0","A","2023-01-26","BRA","unknown"
"1006805","I","0","B","2023-01-25","USA","M"
"1006806","A","0","B","2023-01-27","TUR","F"
"1006807","I","0","A","2023-02-02","BRA","M"
"1006808","I","0","A","2023-01-25","USA","unknown"
"1006809","A","0","B","2023-01-25","CAN","M"
"1006811","I","42.42","A","2023-01-26","USA","F"
"1006812","I","0","A","2023-01-25","USA","unknown"
"1006813","I","0","B","2023-01-25","GBR","M"
"1006814","A","0","B","2023-02-01","USA","M"
"1006815","I","0","B","2023-02-01","DEU","F"
"1006816","A","0","B","2023-01-26","AUS","F"
"1006817","A","0","A","2023-01-26","BRA","F"
"1006818","I","0","A","2023-02-03","USA","F"
"1006819","A","0","A","2023-02-03","USA","F"
"1006820","A","0","A","2023-01-30","BRA","O"
"1006821","A","0","B","2023-01-29","GBR","unknown"
"1006822","A","0","A","2023-01-30","BRA","F"
"1006823","A","0","A","2023-02-06","TUR","M"
"1006824","I","0","B","2023-01-25","MEX","M"
"1006825","I","0","A","2023-02-02","BRA","unknown"
"1006826","I","0","A","2023-01-26","BRA","M"
"1006827","A","0","A","2023-01-25","BRA","unknown"
"1006828","A","0","A","2023-01-29","BRA","M"
"1006829","A","0","B","2023-01-25","DEU","unknown"
"1006830","A","8.81","B","2023-02-01","USA","M"
"1006831","I","0","A","2023-01-27","ESP","M"
"1006832","A","0","A","2023-01-27","TUR","M"
"1006833","A","0","B","2023-02-06","BRA","unknown"
"1006834","A","0","B","2023-02-03","CAN","M"
"1006835","I","0","A","2023-01-31","USA","F"
"1006836","A","0","B","2023-01-25","BRA","F"
"1006837","A","0","A","2023-01-26","BRA","F"
"1006838","I","0","A","2023-02-06","USA","M"
"1006839","I","0","A","2023-01-28","BRA","M"
"1006840","I","0","A","2023-01-25","GBR","F"
"1006841","A","0","A","2023-01-27","AUS","F"
"1006842","I","0","B","2023-02-01","USA","M"
"1006843","A","0","A","2023-01-29","unknown","M"
"1006844","A","0","A","2023-01-26","DEU","M"
"1006845","A","0","A","2023-02-03","MEX","unknown"
"1006846","I","0","B","2023-01-27","MEX","M"
"1006847","A","0","B","2023-01-27","BRA","M"
"1006848","A","0","B","2023-01-29","AUS","F"
"1006849","I","0","B","2023-02-01","unknown","unknown"
"1006850","A","0","A","2023-01-28","MEX","unknown"
"1006851","I","0","A","2023-01-31","BRA","M"
"1006852","I","0","A","2023-01-31","USA","unknown"
"1006853","I","0","B","2023-01-30","TUR","F"
"1006854","A","0","B","2023-01-29","BRA","F"
"1006855","A","0","A","2023-01-26","TUR","M"
"1006856","A","0","A","2023-01-30","USA","M"
"1006857","A","0","B","2023-01-26","GBR","M"
"1006858","A","0","B","2023-01-30","BRA","O"
"1006859","I","0","A","2023-02-04","BRA","M"
"1006860","I","0","A","2023-01-30","USA","M"
"1006861","A","0","A","2023-01-25","MEX","M"
"1006862","A","0","B","2023-02-04","USA","F"
"1006863","A","0","B","2023-01-25","USA","M"
"1006864","A","0","B","2023-02-05","TUR","unknown"
"1006865","A","20.75","B","2023-01-29","USA","unknown"
"1006866","I","0","B","2023-01-26","MEX","F"
"1006867","A","0","B","2023-01-30","DEU","M"
"1006868","A","0","B","2023-01-27","MEX","M"
"1006869","I","29.33","B","2023-01-29","FRA","M"
"1006870","I","0","B","2023-01-26","BRA","F"
"1006871","A","0","B","2023-02-04","AUS","F"
"1006872","A","0","B","2023-01-26","CAN","F"
"1006873","I","0","B","2023-01-30","MEX","F"
"1006874","A","64.85","B","2023-02-06","USA","M"
"1006875","I","0","A","2023-01-31","MEX","M"
"1006876","A","0","B","2023-01-25","AUS","F"
"1006877","A","37.16","B","2023-01-28","USA","unknown"
"1006878","A","0","B","2023-01-28","USA","M"
"1006879","A","0","B","2023-01-28","MEX","M"
"1006880","A","0","A","2023-01-25","TUR","F"
"1006881","I","40.38","B","2023-02-06","BRA","M"
"1006882","I","0","B","2023-02-02","BRA","F"
"1006883","I","0","A","2023-01-25","USA","M"
"1006885","I","0","A","2023-01-26","TUR","F"
"1006886","I","0","A","2023-01-26","DEU","F"
"1006887","A","0","A","2023-01-25","FRA","unknown"
"1006888","A","0","A","2023-01-27","USA","F"
"1006889","A","0","A","2023-01-25","FRA","F"
"1006890","A","0","B","2023-01-31","MEX","M"
"1006891","A","0","A","2023-01-27","BRA","F"
"1006892","A","0","A","2023-01-31","BRA","M"
"1006893","I","0","A","2023-02-05","DEU","M"
"1006894","A","0","A","2023-01-26","BRA","M"
"1006895","I","0","A","2023-01-26","USA","F"
"1006896","I","0","A","2023-02-02","USA","F"
"1006897","I","0","A","2023-01-25","USA","M"
"1006898","I","0","B","2023-01-30","BRA","F"
"1006899","A","0","A","2023-02-05","AUS","M"
"1006900","A","0","B","2023-01-28","USA","M"
"1006901","A","0","B","2023-01-28","FRA","unknown"
"1006902","A","0","A","2023-01-25","MEX","M"
"1006903","A","0","B","2023-01-25","BRA","F"
"1006904","A","0","A","2023-02-05","MEX","M"
"1006905","I","0","A","2023-01-28","USA","M"
"1006906","A","0","B","2023-01-27","BRA","unknown"
"1006907","I","0","B","2023-01-31","USA","M"
"1006908","A","0","B","2023-01-27","GBR","M"
"1006909","A","0","A","2023-01-29","MEX","F"
"1006910","A","0","A","2023-01-25","BRA","F"
"1006911","A","0","A","2023-01-30","USA","F"
"1006912","A","0","B","2023-01-30","MEX","M"
"1006913","A","0","A","2023-01-27","unknown","F"
"1006914","A","0","A","2023-02-03","DEU","F"
"1006915","I","0","B","2023-02-04","BRA","F"
"1006916","A","0","A","2023-01-25","USA","M"
"1006917","I","0","A","2023-01-26","CAN","F"
"1006918","A","0","A","2023-01-27","CAN","M"
"1006919","A","0","B","2023-01-29","GBR","M"
"1006920","A","0","B","2023-02-03","USA","unknown"
"1006921","I","0","A","2023-01-26","GBR","M"
"1006922","I","0","A","2023-01-27","GBR","M"
"1006923","A","0","B","2023-01-25","USA","O"
"1006924","I","0","A","2023-02-06","USA","F"
"1006925","A","0","A","2023-01-26","MEX","M"
"1006926","A","0","B","2023-01-26","USA","unknown"
"1006927","I","0","A","2023-01-31","USA","F"
"1006928","A","0","A","2023-01-29","BRA","M"
"1006929","A","0","B","2023-01-25","USA","M"
"1006930","A","0","B","2023-01-27","USA","F"
"1006931","A","0","B","2023-02-05","USA","unknown"
"1006932","A","0","B","2023-01-26","USA","M"
"1006933","I","0","B","2023-01-30","DEU","M"
"1006934","A","0","B","2023-01-31","MEX","F"
"1006935","A","0","A","2023-01-28","BRA","F"
"1006936","I","40.23","B","2023-01-27","USA","O"
"1006937","A","0","A","2023-02-06","USA","M"
"1006938","I","0","A","2023-01-25","USA","F"
"1006939","A","0","B","2023-02-04","DEU","F"
"1006940","A","0","A","2023-01-27","FRA","unknown"
"1006941","A","0","B","2023-02-06","USA","M"
"1006942","I","0","A","2023-01-26","USA","M"
"1006943","A","0","B","2023-01-26","MEX","F"
"1006944","I","0","A","2023-01-28","BRA","M"
"1006945","A","0","B","2023-02-02","BRA","unknown"
"1006946","I","0","B","2023-01-26","BRA","M"
"1006947","A","0","A","2023-01-28","GBR","unknown"
"1006948","I","0","A","2023-01-31","USA","M"
"1006949","I","0","B","2023-01-30","USA","M"
"1006950","I","0","A","2023-01-27","ESP","M"
"1006951","I","0","A","2023-01-25","MEX","unknown"
"1006952","A","0","A","2023-01-29","FRA","M"
"1006953","I","0","A","2023-02-02","USA","unknown"
"1006954","A","0","A","2023-01-26","USA","F"
"1006955","I","0","A","2023-01-25","DEU","M"
"1006956","I","0","B","2023-01-26","TUR","F"
"1006957","A","0","B","2023-01-27","USA","F"
"1006958","A","0","B","2023-02-02","MEX","M"
"1006959","A","0","B","2023-01-31","CAN","F"
"1006960","A","0","B","2023-01-28","BRA","F"
"1006961","A","0","A","2023-01-25","DEU","F"
"1006962","I","0","A","2023-01-28","AUS","M"
"1006963","I","0","A","2023-01-25","USA","unknown"
"1006964","I","0","B","2023-01-25","USA","unknown"
"1006965","A","0","A","2023-01-29","USA","F"
"1006966","I","0","B","2023-02-03","AUS","unknown"
"1006967","A","0","B","2023-02-04","BRA","unknown"
"1006968","I","0","B","2023-01-28","USA","F"
"1006969","I","0","B","2023-02-02","USA","F"
"1006970","A","0","A","2023-01-25","ESP","M"
"1006971","A","0","B","2023-01-26","BRA","unknown"
"1006972","I","0","A","2023-01-28","DEU","M"
"1006973","A","0","A","2023-01-25","BRA","F"
"1006974","A","0","B","2023-01-30","BRA","M"
"1006975","I","0","A","2023-01-25","USA","M"
"1006976","I","0","B","2023-01-26","ESP","M"
"1006977","A","0","B","2023-01-26","MEX","F"
"1006978","A","0","B","2023-02-01","TUR","F"
"1006979","A","0","A","2023-01-26","BRA","F"
"1006980","I","0","B","2023-02-01","USA","F"
"1006981","I","0","A","2023-02-05","GBR","F"
"1006982","A","0","B","2023-01-26","TUR","F"
"1006983","A","0","B","2023-01-25","USA","F"
"1006984","A","0","B","2023-01-25","FRA","F"
"1006985","A","0","A","2023-01-29","AUS","F"
"1006986","A","0","A","2023-01-26","BRA","F"
"1006987","I","0","B","2023-01-26","MEX","F"
"1006988","A","0","A","2023-01-26","MEX","M"
"1006989","I","0","A","2023-01-30","BRA","M"
"1006990","A","0","A","2023-01-25","DEU","M"
"1006991","A","0","A","2023-01-28","USA","O"
"1006992","I","0","B","2023-01-26","BRA","M"
"1006993","A","0","A","2023-01-28","DEU","F"
"1006994","I","0","B","2023-01-25","USA","unknown"
"1006995","A","0","B","2023-01-30","USA","M"
"1006996","A","0","B","2023-01-26","MEX","F"
"1006997","A","0","B","2023-01-31","FRA","F"
"1006998","I","0","A","2023-01-26","BRA","unknown"
"1006999","A","0","A","2023-02-01","FRA","M"
"1007000","A","0","A","2023-01-28","USA","M"
"1007001","A","0","B","2023-01-26","USA","O"
"1007002","A","0","B","2023-01-25","DEU","unknown"
"1007003","A","0","B","2023-01-25","USA","F"
"1007004","I","0","B","2023-01-29","TUR","M"
"1007005","A","0","A","2023-01-28","MEX","F"
"1007006","A","0","A","2023-01-25","AUS","unknown"
"1007007","I","0","A","2023-01-29","MEX","unknown"
"1007008","I","0","B","2023-01-26","USA","M"
"1007009","A","0","B","2023-01-26","MEX","M"
"1007010","A","0","B","2023-01-25","GBR","M"
"1007011","A","0","A","2023-02-02","TUR","F"
"1007012","A","0","A","2023-01-26","USA","M"
"1007013","A","0","B","2023-01-26","BRA","unknown"
"1007014","A","0","B","2023-01-31","BRA","M"
"1007015","A","0","A","2023-01-30","MEX","M"
"1007016","A","0","B","2023-01-26","ESP","unknown"
"1007017","I","0","A","2023-02-01","BRA","F"
"1007018","A","0","B","2023-02-01","DEU","M"
"1007019","A","0","A","2023-01-26","USA","unknown"
"1007020","A","0","B","2023-01-31","BRA","M"
"1007021","I","0","A","2023-02-03","TUR","M"
"1007022","A","0","A","2023-01-25","ESP","unknown"
"1007023","I","0","A","2023-02-06","BRA","F"
"1007024","I","0","B","2023-01-26","USA","F"
"1007025","A","0","A","2023-01-27","FRA","M"
"1007026","A","0","A","2023-01-25","BRA","M"
"1007027","I","0","B","2023-01-25","BRA","F"
"1007028","A","0","B","2023-01-28","MEX","F"
"1007029","I","0","A","2023-01-25","TUR","F"
"1007030","I","0","B","2023-01-25","GBR","M"
"1007031","I","0","B","2023-01-27","USA","M"
"1007032","I","0","A","2023-01-30","MEX","F"
"1007033","I","0","A","2023-01-26","MEX","F"
"1007034","I","0","A","2023-02-01","BRA","M"
"1007035","A","0","A","2023-01-29","MEX","M"
"1007036","A","0","B","2023-02-01","CAN","F"
"1007037","I","0","B","2023-01-25","CAN","M"
"1007038","A","99.02","B","2023-01-31","ESP","F"
"1007039","I","0","B","2023-02-05","USA","M"
"1007040","A","0","B","2023-02-01","BRA","unknown"
"1007041","I","0","B","2023-01-27","BRA","F"
"1007042","A","0","B","2023-01-31","USA","M"
"1007043","A","0","B","2023-02-06","FRA","unknown"
"1007044","I","0","B","2023-01-27","USA","M"
"1007045","A","0","B","2023-02-03","DEU","M"
"1007046","A","0","A","2023-02-02","MEX","F"
"1007047","I","0","A","2023-01-25","USA","F"
"1007048","I","0","A","2023-01-26","BRA","F"
"1007049","A","74.47","A","2023-01-25","unknown","F"
"1007050","I","0","B","2023-01-30","BRA","M"
"1007051","A","0","B","2023-01-25","ESP","F"
"1007052","I","0","B","2023-02-04","USA","M"
